method,seed,UCIQE_mean,UCIQE_std,UIQM_mean,UIQM_std,num_images
underwater_cut_baseline,0,33.94260739036887,4.004245301867323,0.7800895,0.13021682,890
underwater_cut_baseline,1,33.8257933873119,2.921862089860379,0.7491264,0.1050833,890
underwater_cut_baseline,2,33.214622274930996,3.4488655357796607,0.7447063,0.10463689,890
underwater_cut_vef,0,33.316055429915075,3.0733067677604637,0.7535519,0.098270714,890
underwater_cut_vef,1,34.690378801379694,3.917080597899205,0.7885122,0.11089286,890
underwater_cut_vef,2,35.342571836978074,3.1941382807032763,0.78324294,0.102198586,890
underwater_cut_vef_stable,0,35.51321479769617,3.5007850523102273,0.8098875,0.10463022,890
underwater_cut_vef_stable,1,35.103106463974036,3.2591357107684087,0.7871501,0.10766808,890
underwater_cut_vef_stable,2,35.74718569047197,3.268877014890027,0.81590354,0.098925166,890
